annual_rainfall_mm,monsoon_rainfall_mm,pre_monsoon_rainfall_mm,post_monsoon_rainfall_mm,cloud_visibility_km,flood
2503.2,1614.3,482.1,406.9,12.37,1
1279.3,782.4,173.1,323.8,14.12,0
1714.9,1176.6,161.5,376.8,3.01,0
1317.3,940.6,162.6,214.1,7.21,0
867.0,715.9,123.2,50.0,1.98,0
3304.1,2684.4,376.7,243.0,5.42,1
2010.2,1658.0,339.1,50.0,1.44,1
1630.3,1312.6,224.5,93.3,4.34,1
2415.9,2027.8,124.2,263.8,14.86,0
819.7,565.3,111.1,143.4,1.15,0
1550.7,874.9,224.9,450.8,12.96,0
2698.2,1551.6,505.3,641.2,1.62,1
2511.2,1675.2,281.4,554.6,8.17,1
3450.9,2164.8,469.9,816.2,7.06,1
2475.0,1487.4,300.1,687.5,14.01,1
2089.3,1746.5,271.1,71.6,3.39,1
2855.9,1738.2,171.6,946.1,3.11,1
3239.0,2713.7,597.9,50.0,11.36,1
2745.9,2137.0,512.3,96.6,11.02,1
3400.7,2524.3,449.6,426.8,10.64,1
2911.4,2191.7,388.6,331.1,0.88,1
3140.4,2039.5,184.1,916.7,4.27,1
1108.1,824.3,154.8,129.0,12.68,0
2777.5,1683.2,317.7,776.6,9.21,1
1988.2,1652.8,310.9,50.0,9.23,1
2293.4,1469.0,130.9,693.5,4.79,1
2566.1,1607.8,401.9,556.4,4.27,1
3418.5,2609.5,318.0,491.0,14.23,1
3458.4,2583.2,511.0,364.2,11.05,1
1578.2,1081.7,227.4,269.2,2.34,1
2781.1,2057.3,233.7,490.1,14.1,1
2825.0,1688.9,327.9,808.2,8.94,1
1735.5,1305.1,304.3,126.1,5.33,0
1134.4,716.0,159.8,258.6,6.26,0
910.6,575.3,54.9,280.3,11.02,0
2898.8,1735.4,337.5,825.9,5.96,1
2122.2,1378.8,205.4,538.0,8.89,1
3461.0,2247.5,506.2,707.3,10.8,1
2055.4,1410.5,292.3,352.6,3.33,1
3440.4,2088.7,177.4,1174.2,14.19,1
1911.3,1161.9,269.8,479.6,5.66,1
2942.9,2096.9,471.5,374.5,6.58,1
1029.0,605.7,170.1,253.2,10.63,0
2299.7,1740.1,135.3,424.3,9.33,1
2965.6,2470.9,283.4,211.3,6.88,1
3296.7,2235.3,373.2,688.3,9.92,1
3021.0,2478.2,232.5,310.3,13.59,1
899.8,521.4,101.8,276.6,12.1,0
1806.3,1016.7,109.6,680.0,12.45,0
931.5,713.9,62.4,155.2,4.25,0
1095.1,852.3,164.6,78.2,6.58,0
2623.3,2106.3,234.5,282.5,8.53,1
2725.8,1545.7,427.2,753.0,1.14,1
2889.0,2262.3,165.3,461.4,11.66,1
3136.7,2079.5,421.6,635.6,5.19,1
2796.5,1792.5,304.0,699.9,4.6,1
2962.4,1783.1,502.3,677.0,4.26,1
932.2,791.3,156.2,50.0,4.61,0
1433.2,815.7,152.4,465.2,5.4,0
2479.1,1978.6,355.5,145.0,9.27,1
3116.9,2312.3,262.2,542.4,8.96,1
812.2,625.8,111.3,75.1,4.21,0
2189.5,1671.7,136.2,381.6,3.49,1
2628.7,2122.7,302.8,203.1,12.48,1
879.9,532.5,68.1,279.3,1.84,0
1883.7,1036.5,343.8,503.4,7.94,1
3218.2,2347.9,375.7,494.7,8.05,1
2613.4,1714.8,362.3,536.3,8.82,1
1441.7,846.5,150.0,445.2,13.34,0
3102.5,1879.6,289.5,933.4,9.55,1
1739.7,1130.0,139.9,469.8,14.62,0
3104.0,1772.6,579.8,751.6,13.13,1
1607.1,911.4,273.1,422.7,3.61,0
2393.9,1974.5,167.5,251.8,4.0,1
1871.7,1204.7,303.2,363.8,5.5,1
1542.0,1302.5,173.9,65.6,6.18,1
3193.7,2680.5,167.1,346.1,8.52,1
1306.5,774.5,168.9,363.2,3.87,0
1029.0,786.6,71.5,170.8,3.72,0
1723.2,1258.4,140.4,324.4,6.03,0
2737.6,2072.9,422.7,242.0,10.24,1
2980.1,1725.0,263.9,991.1,10.48,1
3496.6,2120.9,642.6,733.1,14.65,1
1600.2,916.9,237.7,445.5,3.44,0
1901.4,1390.4,332.5,178.6,6.2,1
1169.4,989.3,166.4,50.0,14.49,0
2352.2,1767.9,424.2,160.1,10.51,1
3493.5,2666.3,364.2,463.0,9.09,1
2692.4,2276.1,356.4,59.9,8.32,1
2407.1,1813.5,306.6,287.0,1.59,1
1859.4,1045.1,345.0,469.3,13.45,0
3271.3,2650.1,244.5,376.7,9.57,1
2141.7,1412.2,292.8,436.7,8.79,1
1162.8,641.1,189.7,332.0,8.32,0
1786.5,1254.4,188.5,343.6,6.18,1
981.4,815.6,176.8,50.0,4.19,0
1345.3,843.8,142.5,359.0,11.45,0
847.7,591.2,64.4,192.0,7.89,0
2023.9,1218.6,278.5,526.7,0.99,1
2513.3,1425.8,284.2,803.3,6.29,1
1726.9,991.5,90.3,645.1,13.96,0
1935.0,1486.3,117.0,331.7,5.92,1
3389.9,2743.2,268.8,377.9,6.49,1
2830.3,1678.3,468.1,683.8,9.55,1
2260.3,1438.7,415.5,406.2,12.12,1
1568.3,954.3,206.8,407.2,10.19,0
3221.9,1798.0,212.1,1200.0,12.83,1
1434.8,1027.3,186.8,220.7,2.15,0
1678.4,1275.6,299.3,103.5,13.91,0
3254.5,2422.5,528.6,303.4,13.61,1
2229.8,1486.0,208.9,535.0,8.03,1
2804.3,2009.3,192.3,602.7,9.56,1
2395.0,1384.9,443.3,566.8,3.59,1
2564.3,1529.1,456.7,578.5,7.0,1
1608.3,1334.2,93.4,180.8,3.44,1
1451.7,1130.1,251.9,69.7,0.82,1
1670.7,1381.4,107.9,181.4,14.72,0
1219.7,1006.3,72.6,140.9,4.26,0
3160.6,2354.1,517.7,288.9,9.1,1
1564.8,1296.4,204.1,64.3,4.85,1
2316.0,1563.3,259.8,492.9,5.87,1
2938.3,1619.3,545.3,773.8,6.27,1
2916.3,1658.7,513.0,744.6,5.36,1
1983.6,1156.2,116.3,711.2,9.74,0
2085.9,1206.9,297.1,581.9,14.43,0
3485.7,2284.9,578.1,622.7,6.72,1
2621.4,1993.3,347.5,280.6,14.61,1
2999.5,2361.2,592.3,50.0,10.18,1
3236.9,2353.4,494.9,388.5,9.3,1
2926.5,1738.1,192.0,996.3,3.94,1
1300.0,1006.7,103.7,189.6,1.41,0
2317.9,1521.5,403.2,393.2,12.85,1
1075.1,595.5,214.5,265.1,8.82,0
2562.9,1625.3,165.9,771.6,6.51,1
3379.4,2193.9,219.8,965.7,12.27,1
2184.4,1381.1,359.3,443.9,5.0,1
1969.0,1562.5,117.5,289.0,11.86,0
896.8,697.7,54.1,145.0,5.26,0
3391.4,2572.9,621.7,196.7,13.85,1
1078.1,637.9,183.4,256.8,4.39,0
910.9,721.8,166.0,50.0,2.49,0
1464.4,1102.9,216.1,145.4,10.62,0
976.9,594.4,96.1,286.4,2.86,0
2028.8,1510.3,377.3,141.3,14.27,0
2193.4,1524.6,208.0,460.9,10.01,1
1643.9,1120.8,150.1,373.0,3.85,0
937.6,547.2,171.5,218.8,3.53,0
1101.3,777.0,167.5,156.8,13.9,0
1838.2,1066.1,338.9,433.2,9.31,0
963.4,577.4,70.7,315.4,13.46,0
2685.1,1583.6,517.8,583.7,2.1,1
1359.0,1136.4,192.9,50.0,13.92,0
1615.6,1026.6,242.7,346.3,8.04,0
1864.1,1223.9,348.8,291.4,10.19,1
1924.8,1244.7,206.2,474.0,5.91,1
804.5,659.3,127.1,50.0,1.36,0
1102.6,792.6,161.0,148.9,14.39,0
3129.5,2584.1,526.3,50.0,14.92,1
803.3,514.1,148.2,141.0,5.79,0
2172.1,1269.5,330.2,572.4,14.19,0
2121.7,1520.9,127.6,473.1,2.93,1
1699.4,1110.8,131.7,456.9,2.74,0
1964.6,1553.1,379.4,50.0,1.56,1
2907.6,2366.3,567.8,50.0,6.17,1
3071.3,2124.6,599.2,347.4,1.26,1
1502.9,1264.6,83.4,154.9,6.22,0
1670.7,1196.1,179.4,295.3,2.51,1
1454.7,918.3,238.5,297.9,11.09,0
2095.6,1460.0,341.4,294.2,12.58,0
2644.8,1484.2,166.3,994.2,10.47,1
1416.3,1120.6,200.3,95.4,3.41,0
1693.0,982.7,120.9,589.4,11.62,0
3312.0,2128.4,410.6,773.0,4.12,1
931.1,670.0,80.0,181.1,11.51,0
2044.1,1150.6,118.5,775.0,8.73,0
2721.2,1561.4,168.7,991.1,5.82,1
1206.2,915.3,225.1,65.8,1.71,1
927.9,530.3,150.0,247.5,12.5,0
1173.2,813.1,222.6,137.4,14.12,0
3280.8,2137.8,395.3,747.7,10.16,1
825.0,510.2,92.4,222.4,14.49,0
1308.5,793.8,135.8,378.9,14.04,0
884.5,689.0,126.0,69.5,3.32,0
1098.7,917.9,112.9,67.9,11.1,0
2474.4,1465.0,400.7,608.7,5.56,1
1452.4,1217.0,247.2,50.0,7.57,0
2336.9,1702.2,423.9,210.8,2.78,1
2393.5,1777.2,206.8,409.5,14.63,0
3093.5,2360.3,399.2,334.0,11.03,1
812.8,618.7,67.9,126.2,4.37,0
3104.1,2470.7,172.7,460.7,5.89,1
2471.6,1717.9,386.0,367.7,6.63,1
1239.4,880.0,164.0,195.4,11.34,0
2886.9,1868.3,457.8,560.8,13.92,1
3109.8,1808.6,196.4,1104.9,5.16,1
1486.5,1114.0,296.3,76.2,7.35,0
3280.7,1837.5,653.4,789.9,9.1,1
2027.0,1282.5,242.7,501.8,6.2,1
2429.2,1404.8,437.0,587.4,7.81,1
3458.6,2100.1,299.3,1059.2,2.03,1
1776.1,1317.2,285.3,173.6,2.93,1
2995.5,2212.3,544.8,238.4,6.32,1
1659.7,1122.5,285.8,251.4,13.77,0
2957.9,1706.8,508.1,743.0,5.57,1
2422.0,1647.0,289.3,485.7,4.12,1
1384.2,907.8,239.5,236.9,11.27,0
1917.9,1469.4,294.6,153.9,14.26,0
1657.6,1199.6,115.8,342.2,7.16,0
1010.9,705.1,67.9,238.0,0.62,0
880.6,612.9,146.0,121.6,10.48,0
1735.5,1457.6,249.6,50.0,6.52,0
851.4,661.4,108.9,81.1,10.27,0
1246.8,871.6,232.0,143.2,4.53,0
2758.0,1913.4,410.8,433.8,0.53,1
2711.8,1513.1,296.7,902.1,5.5,1
2794.2,2326.9,313.2,154.1,10.72,1
1656.3,1069.6,233.2,353.6,6.2,0
3203.1,2007.6,525.4,670.0,3.68,1
2403.3,2042.4,323.6,50.0,7.23,1
1140.3,873.0,144.0,123.2,11.41,0
1188.0,670.3,188.9,328.8,2.23,0
2671.4,1518.8,416.2,736.3,10.53,1
1266.9,706.5,221.1,339.3,10.18,0
2169.7,1583.6,128.8,457.2,5.88,1
3477.8,1987.5,567.7,922.6,14.57,1
810.8,673.0,103.0,50.0,13.47,0
844.8,702.1,51.7,91.0,5.08,0
3481.3,2485.0,528.6,467.7,0.95,1
2378.5,1748.2,374.6,255.8,4.97,1
1142.7,728.5,146.9,267.3,3.47,0
3222.7,1834.3,544.9,843.5,8.44,1
3177.0,2450.2,301.9,424.8,13.82,1
2247.7,1304.9,180.5,762.4,13.12,0
2478.8,1427.0,254.4,797.5,4.93,1
1537.6,989.2,171.5,376.9,6.71,0
936.4,518.5,144.6,273.3,1.03,0
2405.3,1636.1,425.3,343.9,8.39,1
1595.8,1216.5,252.4,127.0,1.42,1
2591.8,2048.6,197.2,346.0,14.11,1
3057.9,2236.2,320.9,500.8,13.07,1
849.0,682.7,62.6,103.7,3.61,0
2408.4,1618.3,368.5,421.6,10.64,1
1424.5,1146.2,124.2,154.0,8.74,0
3159.5,2217.8,407.0,534.7,12.12,1
1484.9,916.0,250.6,318.2,7.4,0
2449.1,2040.7,368.9,50.0,3.28,1
2294.6,1451.3,217.4,625.8,9.78,1
1869.6,1043.0,186.8,639.8,1.66,1
2629.6,1637.7,389.2,602.7,8.98,1
2759.6,1821.3,365.4,572.8,3.58,1
2330.7,1527.6,150.2,652.9,10.43,1
2847.7,2014.5,515.7,317.5,12.51,1
3455.2,2815.8,438.4,201.0,2.09,1
1932.0,1232.1,233.8,466.2,6.3,1
2189.4,1546.2,174.6,468.5,11.14,1
833.7,543.6,88.8,201.3,2.87,0
2949.3,2349.2,294.7,305.4,8.71,1
2204.6,1316.8,199.8,688.1,10.24,0
1901.5,1104.9,256.9,539.7,5.64,1
1054.0,738.7,125.8,189.5,12.56,0
3202.1,2406.6,587.2,208.3,7.9,1
1866.5,1472.0,356.9,50.0,9.59,1
2643.0,1921.1,219.2,502.7,2.54,1
1203.3,941.2,78.2,183.9,0.84,0
3396.2,2268.0,569.9,558.3,1.24,1
1281.8,717.6,255.4,308.8,13.61,0
1338.8,782.9,240.4,315.5,13.3,0
3119.3,1751.8,167.1,1200.0,12.21,1
3264.0,2117.3,286.2,860.5,3.39,1
1372.8,959.1,77.6,336.1,8.12,0
2068.5,1358.8,358.1,351.6,12.04,0
2780.4,1996.9,381.5,402.1,10.28,1
3171.6,2201.7,403.0,567.0,2.18,1
1823.4,1373.8,242.8,206.9,13.49,0
2196.0,1647.2,193.0,355.8,2.83,1
2802.6,1808.9,393.1,600.7,2.99,1
2774.1,1813.9,151.5,808.7,13.56,1
2914.0,2114.2,428.1,371.7,7.53,1
2338.8,1704.8,374.6,259.4,5.91,1
1082.5,697.5,163.4,221.5,8.53,0
3240.7,2103.5,323.5,813.7,14.73,1
3137.0,2378.6,545.7,212.8,2.23,1
2954.9,2199.1,464.9,290.9,11.48,1
1069.6,631.6,74.1,363.9,5.35,0
1351.9,922.4,107.2,322.3,2.2,0
2807.7,2296.2,408.7,102.8,6.62,1
862.5,483.8,80.6,298.2,8.46,0
3443.9,2777.7,233.9,432.3,3.49,1
1818.3,1089.1,133.2,596.0,6.38,0
2742.1,1925.5,205.2,611.5,9.72,1
3196.4,2165.0,388.9,642.6,8.86,1
1865.5,1031.7,263.2,570.6,10.99,0
1661.7,1370.2,127.1,164.4,12.63,0
2443.6,1677.5,383.3,382.8,6.43,1
2368.7,1980.9,218.3,169.5,6.63,1
1904.7,1211.4,184.2,509.0,7.7,0
2424.8,1963.8,202.5,258.5,8.71,1
3325.5,2749.3,558.0,50.0,2.07,1
2062.6,1479.0,400.1,183.5,5.03,1
1331.2,813.1,164.9,353.2,2.99,0
1818.5,1374.0,102.4,342.1,6.09,1
1864.1,1332.3,166.1,365.8,14.61,0
1154.0,961.7,85.1,107.2,8.95,0
1239.8,845.2,218.7,175.8,6.73,0
2648.3,1669.9,166.1,812.3,8.71,1
1716.6,1015.3,334.7,366.6,10.2,0
3378.2,2566.1,467.1,345.0,6.81,1
1457.7,1227.7,186.1,50.0,6.99,0
1067.1,596.0,189.0,282.1,10.67,0
2834.5,2188.6,153.4,492.4,1.38,1
3178.8,2632.3,529.5,50.0,8.33,1
1550.9,887.8,104.7,558.4,8.44,0
1345.6,784.6,237.0,324.1,11.47,0
1301.6,986.1,168.4,147.1,14.75,0
2209.4,1644.7,130.7,434.0,12.04,1
2064.7,1178.2,361.3,525.2,7.8,1
1500.5,1200.9,81.2,218.4,2.96,0
922.0,651.9,65.2,204.9,9.03,0
2100.0,1726.6,356.3,50.0,12.6,0
3390.2,2757.6,405.9,226.7,14.02,1
2561.8,2033.4,466.8,61.6,12.47,1
2137.9,1506.7,310.7,320.5,3.24,1
1098.9,687.4,157.7,253.8,10.83,0
1481.6,1039.8,139.0,302.8,13.26,0
1595.9,926.0,111.8,558.1,10.37,0
2865.0,2142.0,556.3,166.7,10.44,1
3167.1,1869.2,208.1,1089.8,7.75,1
3234.4,2274.9,418.4,541.1,9.74,1
3458.3,1958.5,314.3,1185.5,4.77,1
3452.4,2209.0,309.4,934.0,1.79,1
3373.1,2090.1,469.5,813.6,12.5,1
993.9,731.5,168.7,93.7,14.18,0
1172.0,921.3,195.2,55.5,12.92,0
1622.1,920.0,292.5,409.6,5.34,0
2292.8,1845.9,215.4,231.5,1.86,1
1061.8,858.2,127.3,76.4,4.56,0
3083.7,2012.6,158.5,912.5,12.72,1
2465.2,1843.3,399.4,222.5,10.01,1
2264.4,1518.9,215.9,529.6,14.52,0
1246.3,743.1,167.3,335.9,5.47,0
1483.8,1051.4,111.9,320.5,8.5,0
1232.8,710.0,213.2,309.7,11.96,0
3100.2,2522.2,535.1,50.0,3.89,1
2377.4,1966.8,431.8,50.0,14.48,1
2784.8,2218.1,158.4,408.3,9.09,1
1599.3,1149.5,318.0,131.7,0.61,1
1802.4,1292.8,157.1,352.5,0.86,1
1893.1,1600.4,182.5,110.2,13.29,0
2852.0,1780.7,249.3,822.0,9.86,1
2885.4,1652.7,260.1,972.6,11.56,1
1358.4,976.1,180.5,201.7,11.87,0
3342.2,2167.8,287.3,887.0,6.6,1
1125.8,728.0,122.8,274.9,12.08,0
3219.5,1777.6,477.6,964.4,14.09,1
1071.1,780.7,187.9,102.5,3.0,0
1514.3,952.8,233.1,328.4,11.58,0
3085.5,1870.9,429.3,785.2,4.96,1
1284.6,722.1,92.7,469.8,5.16,0
1916.6,1263.7,330.5,322.5,6.48,1
2014.6,1639.3,112.0,263.3,13.02,0
1462.2,951.9,131.1,379.3,0.82,1
2717.7,2048.4,159.1,510.2,6.79,1
3098.6,2407.5,465.1,226.0,10.36,1
3161.4,2049.9,332.8,778.7,2.1,1
1716.2,1366.9,253.7,95.6,11.99,0
2233.3,1691.9,227.9,313.5,14.16,0
1470.7,1055.6,174.1,241.0,1.82,1
1461.0,804.0,173.4,483.6,2.72,0
1235.4,692.5,70.2,472.7,14.62,0
3338.1,2828.2,382.3,127.5,3.37,1
3197.6,2509.1,467.4,221.1,1.64,1
2898.9,2409.7,382.4,106.7,14.31,1
2197.7,1803.6,134.7,259.4,13.44,0
2124.6,1181.6,319.1,623.9,10.01,0
2230.3,1756.5,214.8,259.0,8.5,1
2248.7,1541.2,117.3,590.3,13.83,0
1973.3,1552.7,144.7,275.9,10.01,0
1155.7,638.0,144.0,373.7,10.05,0
1139.3,725.1,110.0,304.2,12.73,0
3371.1,2613.9,519.7,237.5,9.97,1
2101.5,1655.8,180.9,264.8,7.8,1
3373.7,2482.7,559.8,331.2,6.15,1
1241.7,795.1,115.4,331.1,7.8,0
2296.9,1477.2,328.8,491.0,8.08,1
1360.8,1143.1,231.2,50.0,5.73,0
1483.6,1011.5,160.0,312.2,7.0,0
881.1,602.8,50.2,228.1,12.13,0
1121.2,802.4,146.1,172.6,6.54,0
3275.5,2203.9,652.8,418.7,0.87,1
1668.1,1194.1,325.9,148.2,4.6,1
2441.9,1659.8,203.1,579.1,3.86,1
2055.5,1640.3,335.8,79.4,12.01,1
1881.2,1547.7,191.4,142.1,7.01,0
2236.1,1855.1,165.6,215.4,4.56,1
1305.5,939.1,195.7,170.8,12.26,0
3469.2,2368.3,434.1,666.9,0.78,1
3009.4,2291.9,393.9,323.6,3.03,1
2802.4,2246.1,487.9,68.4,12.49,1
2065.7,1485.0,207.6,373.1,8.48,1
1212.8,921.7,182.0,109.1,11.72,0
3285.8,2546.2,344.8,394.8,12.65,1
1721.7,1296.3,97.1,328.3,14.16,0
935.3,723.8,99.8,111.7,1.42,0
1724.5,1056.4,332.0,336.1,12.09,0
2945.0,2060.1,360.7,524.2,10.78,1
2481.3,1802.6,164.3,514.3,3.5,1
2827.3,1557.1,433.1,837.1,14.01,1
2942.8,2374.2,572.4,50.0,6.36,1
1372.3,1005.9,255.5,110.9,13.37,0
3294.2,1939.4,447.3,907.4,9.27,1
1982.6,1576.0,211.0,195.6,8.14,1
2525.3,1932.2,346.2,246.9,2.81,1
806.2,626.8,139.0,50.0,13.76,0
3482.1,2324.7,623.9,533.5,8.57,1
1558.4,1256.5,269.3,50.0,0.59,1
967.6,652.3,114.5,200.7,0.77,0
2037.3,1469.2,138.2,429.9,11.78,0
1148.4,631.8,155.5,361.1,2.85,0
1211.3,900.5,89.0,221.8,9.18,0
2507.2,1919.1,148.3,439.8,10.38,1
1860.9,1340.1,232.2,288.6,4.55,1
3289.0,2298.9,487.8,502.3,8.76,1
1661.7,1317.7,296.0,50.0,3.98,1
2760.7,2082.7,462.2,215.8,14.22,1
2045.0,1295.3,365.2,384.4,12.97,0
2581.9,2162.9,423.5,50.0,4.68,1
2419.2,1843.8,376.1,199.2,8.17,1
2076.5,1757.5,107.0,212.0,7.76,1
3365.2,2831.4,484.3,50.0,14.42,1
1725.3,1424.6,117.4,183.3,6.21,0
1278.5,992.9,75.2,210.4,8.65,0
2630.9,1928.0,193.3,509.6,13.97,0
3084.2,1855.6,535.1,693.5,2.86,1
908.7,647.9,146.8,114.0,8.48,0
2014.0,1570.1,387.3,56.5,2.03,1
3209.7,2266.9,631.8,311.0,9.45,1
2824.0,2288.7,519.6,50.0,5.8,1
3477.9,2027.2,243.2,1200.0,14.53,1
2234.8,1484.5,406.2,344.1,6.52,1
2582.0,1812.0,453.9,316.1,2.47,1
1616.7,1098.9,292.1,225.8,12.59,0
3358.3,1956.5,244.3,1157.5,12.4,1
1789.1,1066.4,120.8,601.9,10.58,0
2794.0,2238.8,526.9,50.0,11.36,1
1888.5,1313.1,143.7,431.7,4.34,0
2316.9,1308.2,244.0,764.8,9.81,1
2743.4,1522.4,324.8,896.1,1.05,1
2174.1,1504.6,149.3,520.2,3.35,1
3249.1,1947.2,172.5,1129.4,14.02,1
1932.1,1471.4,384.7,76.0,11.22,0
2547.1,2008.6,462.3,76.2,3.84,1
1724.4,1066.5,322.2,335.7,2.12,1
1902.0,1384.0,176.3,341.7,14.26,0
1988.1,1185.6,165.0,637.5,2.13,1
1139.7,730.6,129.8,279.3,4.23,0
1047.7,855.6,123.6,68.5,3.15,0
2602.2,1856.0,132.3,613.9,0.61,1
2569.9,2096.4,428.9,50.0,5.05,1
2589.9,1599.4,516.7,473.8,14.63,1
853.4,553.8,110.3,189.2,5.46,0
1681.7,1162.5,182.0,337.1,7.81,1
1334.1,925.9,145.3,262.9,11.32,0
2901.0,2463.8,186.9,250.3,8.49,1
3123.7,1825.3,280.9,1017.5,11.28,1
1466.0,1181.0,183.7,101.3,10.09,0
2603.2,2106.3,298.8,198.2,9.32,1
1149.3,822.8,151.4,175.0,9.92,0
1542.9,1007.8,273.7,261.4,12.09,0
1174.4,828.8,98.4,247.1,10.8,0
1565.5,998.4,84.8,482.3,11.98,0
2621.8,2070.5,146.1,405.2,2.61,1
3257.9,2278.8,228.5,750.6,10.33,1
1346.8,1114.8,182.6,50.0,11.19,0
2263.6,1667.8,387.6,208.2,4.85,1
2693.8,1897.2,493.0,303.5,13.18,1
3372.9,2574.6,490.0,308.3,4.92,1
2447.2,1715.9,270.3,460.9,4.04,1
1488.8,1222.8,108.9,157.0,13.07,0
2488.8,1506.5,274.3,707.9,4.08,1
1665.3,1402.2,166.3,96.8,6.52,0
3435.5,2726.6,620.1,88.8,5.83,1
1879.1,1518.7,231.1,129.2,13.52,0
2650.7,1841.9,222.5,586.3,7.1,1
862.7,691.2,80.5,91.0,10.57,0
1880.2,1207.1,132.5,540.5,12.01,0
3162.8,2462.5,593.9,106.4,9.6,1
2447.6,1449.3,140.9,857.4,14.18,0
1998.6,1283.4,103.8,611.5,12.14,0
3327.0,2274.8,257.7,794.6,6.3,1
3105.8,2008.5,533.0,564.2,14.29,1
1670.0,1112.4,214.6,343.0,8.11,0
2270.3,1807.2,326.6,136.4,0.83,1
2122.5,1330.8,220.0,571.7,4.27,1
2506.9,1939.3,151.2,416.4,9.52,1
1702.1,973.8,303.7,424.6,2.77,1
1459.4,1137.9,115.0,206.5,8.97,0
3264.2,2570.9,179.4,513.9,5.74,1
3294.5,2209.0,447.7,637.8,8.25,1
3077.0,2359.2,192.3,525.4,0.53,1
3441.2,2837.4,221.5,382.3,12.8,1
2811.5,2221.7,478.1,111.7,5.75,1
2864.6,1911.1,354.5,599.1,2.53,1
2859.0,1987.8,246.5,624.7,6.85,1
2097.6,1644.1,214.6,238.9,7.55,1
2032.4,1296.2,323.9,412.2,9.74,0
1448.6,1146.1,86.8,215.7,8.11,0
2541.0,1647.6,171.4,721.9,1.13,1
1581.2,1252.0,225.2,104.0,13.14,0
1496.1,861.8,211.0,423.3,7.12,0
2382.1,1341.9,466.6,573.6,1.62,1
1907.0,1619.6,202.5,84.9,11.71,1
1390.9,1127.8,83.1,180.0,10.07,0
3003.4,2447.3,392.3,163.7,9.92,1
3123.5,2609.4,455.3,58.9,6.69,1
1252.8,853.8,88.9,310.1,6.45,0
820.3,521.7,109.0,189.5,8.28,0
1707.6,1005.8,136.0,565.8,1.23,1
2953.3,2068.4,521.9,363.0,4.83,1
3065.8,1888.6,537.4,639.9,14.82,1
1173.5,974.8,134.3,64.4,10.1,0
2890.7,1593.4,563.7,733.6,6.57,1
1112.4,659.6,219.1,233.7,3.72,0
1853.2,1156.3,128.6,568.3,11.31,0
3496.2,2131.6,367.7,997.0,4.27,1
1320.0,815.4,184.9,319.7,2.85,0
1215.7,907.9,76.3,231.5,2.74,0
1941.6,1258.6,208.5,474.4,11.07,0
2473.1,1816.5,220.5,436.1,9.82,1
3318.8,2711.7,639.9,50.0,1.51,1
3448.2,2519.8,385.3,543.1,2.17,1
988.0,749.3,162.4,76.3,9.69,0
1172.6,773.5,126.6,272.4,8.78,0
2935.0,1754.9,204.8,975.3,10.45,1
1530.7,989.1,274.7,266.9,3.08,0
3189.1,2676.6,159.7,352.9,11.04,1
2591.3,1908.6,151.3,531.4,14.07,1
1102.0,697.8,115.3,288.8,9.22,0
3047.8,2088.6,466.4,492.8,3.34,1
1276.2,1021.8,129.2,125.2,10.35,0
1943.4,1458.6,116.5,368.3,5.47,1
2290.9,1645.3,223.8,421.8,1.21,1
2152.1,1755.1,186.7,210.3,4.88,1
2652.6,1994.1,134.8,523.8,13.63,1
2562.3,1903.3,333.7,325.3,6.46,1
3478.5,2111.2,234.8,1132.5,13.04,1
3498.4,2035.8,325.8,1136.8,7.88,1
2194.4,1842.3,320.8,50.0,8.0,1
1057.0,771.3,167.8,117.9,0.58,0
2765.2,1865.7,247.5,652.0,9.74,1
3437.0,2497.7,341.6,597.7,2.06,1
1659.5,943.5,144.4,571.6,7.44,0
2045.3,1629.3,395.8,50.0,4.27,1
1946.9,1197.3,153.0,596.6,6.19,1
938.8,743.0,72.7,123.1,8.29,0
2615.1,1857.6,305.3,452.2,0.71,1
1754.0,1110.2,137.5,506.3,4.63,0
2926.2,1635.9,215.1,1075.2,14.85,1
3046.7,2421.4,196.2,429.2,1.33,1
3017.3,1819.3,440.6,757.5,5.13,1
1925.0,1088.7,273.0,563.3,5.16,1
1668.2,1295.8,246.1,126.3,6.0,1
2821.8,1848.3,468.4,505.1,10.43,1
2963.8,1976.2,293.3,694.2,4.09,1
2126.4,1327.1,399.3,400.0,7.17,1
3211.2,2593.8,513.7,103.6,9.85,1
1188.6,759.7,202.9,225.9,5.17,0
3173.5,1945.5,501.9,726.1,14.26,1
1059.5,681.0,109.9,268.5,14.71,0
1214.5,742.0,112.3,360.2,2.24,0
2241.4,1446.3,254.1,540.9,5.49,1
982.3,564.7,63.4,354.2,3.52,0
942.6,563.2,110.9,268.4,3.21,0
801.4,541.0,45.3,215.1,7.62,0
1978.1,1609.8,100.1,268.2,8.68,0
2891.5,1640.0,548.6,702.9,6.67,1
894.1,548.8,137.1,208.1,4.45,0
2561.1,2106.5,343.9,110.7,4.54,1
3022.4,2469.3,305.8,247.3,14.89,1
1253.6,945.0,170.0,138.6,13.89,0
1196.5,744.4,219.8,232.3,1.6,0
3124.2,2111.8,461.9,550.5,10.02,1
3022.4,1853.9,424.3,744.3,7.12,1
2255.1,1327.3,268.4,659.4,10.49,0
3011.8,1999.9,306.8,705.2,9.16,1
1050.4,759.2,162.6,128.6,13.39,0
1865.1,1227.2,367.7,270.2,1.47,1
2792.1,2047.3,317.5,427.3,5.57,1
1495.1,955.2,162.7,377.2,14.79,0
